transaction_dtm|bban|color|phone_number|lat|long|age
2008-03-31T22:20:23|QQYK61331552065063|LightCoral|4950136497|-62.6696235|107.860265|42
2008-09-25T16:02:42|EYPZ62525715099768|MediumVioletRed|(903)091-4363|76.367230|-137.378010|9
1974-01-29T09:28:21|DMFJ03975245086403|SandyBrown|338-033-9685x270|-72.6545385|83.948446|65
1974-10-06T11:37:46|YBZY21298338167423|DarkSlateBlue|(344)973-4715|16.902936|22.785535|30
1981-06-01T20:20:28|MKPL27066149828246|LightCoral|(689)715-2732x300|44.405580|20.928132|35
2003-06-12T03:33:38|KKKT67491601692364|PeachPuff|001-587-506-6337|-80.736945|14.032817|85
2012-12-08T09:57:04|SARD97243992011669|White|362-644-8869|-7.327553|40.980895|62
2019-07-08T21:22:15|WCOU24364027011686|MintCream|001-225-223-7281|30.973333|124.455268|27
1984-06-19T12:57:30|EBET46791214161415|Azure|(710)040-9013|50.213111|-176.101266|69
1995-07-26T05:22:51|PZTY75965555356690|White|+1-107-620-9184x35797|48.2211755|41.795650|16
2014-12-06T01:35:26|EZYV05057397691567|Yellow|+1-164-932-8980x27148|35.3064885|-89.777316|92
2000-05-15T12:23:09|YMOG21160256434712|Tan|715.399.1566x8633|-20.449998|-117.889424|73
1989-10-20T06:14:40|CCTY19525690409836|WhiteSmoke|528.993.1608|33.642114|-10.388400|73
1979-11-06T13:22:53|VHFR29420954814973|LightPink|+1-605-233-0276|-9.7104795|173.932313|60
1980-10-31T18:27:14|ZOIR56618443861259|Sienna|4729277423|-31.444437|-74.958488|31
2020-01-15T10:48:30|QJWC26620157201859|LavenderBlush|630-136-7492|85.233850|21.526114|100
2017-01-28T15:42:06|ZRCM64750111178309|Maroon|419.267.6492x151|54.2870285|-80.738020|60
1997-08-01T13:04:15|VAON87189813129208|LemonChiffon|029.321.8401|-56.521504|91.736305|52
1990-04-27T04:40:02|JOKY03408487297585|MediumPurple|(103)032-4329x8395|-15.537153|-111.016321|24
2019-08-13T23:43:10|QBGJ26714628314359|MistyRose|+1-926-256-6093x1418|-60.474750|114.403251|12
1997-09-06T14:28:36|BQJI42340163611284|MediumBlue|+1-185-948-4910x2562|2.656641|105.444674|12
2007-07-17T20:59:02|PWMD08222694053967|DarkGreen|001-784-468-3414x65111|-25.5656285|-129.730837|84
1981-03-27T21:48:52|OCHY06827788160930|Orange|+1-538-909-7283|-43.073672|-139.668981|55
1994-12-24T02:24:32|VNYK62515381447443|AliceBlue|634.807.9705x0975|-9.912108|9.994722|45
1977-04-17T13:51:11|AXEJ16731882617024|DarkRed|456-284-1772x2560|6.4318785|-73.450117|54
1977-07-13T14:37:43|EBKT02374167872568|Orchid|001-621-102-2580|-26.5136895|-152.061327|52
2016-02-28T11:51:56|VLPA74471639282341|SeaShell|001-363-718-9239x23126|-79.701090|-32.971656|59
1983-01-29T14:16:42|YLQC06684335670860|FireBrick|456.350.2000|87.2830305|-7.321051|93
1984-06-04T17:32:12|HHPL47554110825559|LightSteelBlue|439-611-2910x9337|-63.522222|-139.799322|6
2007-03-13T07:05:12|QHMT82023684855716|Blue|802-942-4090x36788|-69.8712255|-91.138084|86
1999-10-16T05:01:51|TJUK43202939087884|FireBrick|(481)230-8340|81.695437|-100.468228|83
1988-11-25T16:12:19|YHUQ33810595518426|SlateGray|005.342.4089|-61.426997|25.074475|82
2014-06-29T21:38:08|GQPF73543962736527|CadetBlue|(223)972-4042|-42.289822|31.633082|12
2016-10-10T14:16:48|PBBG61820916601002|DarkSlateBlue|290-018-5132|38.963218|122.178453|7
2000-03-27T18:54:03|VHMG84810018418620|SpringGreen|6625436172|-60.4356845|-59.460423|51
1976-12-03T16:02:16|YHBI51092268592624|MediumSpringGreen|147.541.0225|-50.3305585|29.701551|93
2000-05-25T16:10:46|SUMB96421522655767|Olive|523-668-7887x88361|65.9513195|46.474033|43
2005-11-10T07:30:02|PSTS35030587210552|DodgerBlue|863-330-2126|-82.9275635|48.013770|13
1995-04-18T06:16:51|BCPM92025213109622|LightCyan|847-657-0412|-73.8936585|164.915019|31
1972-03-09T07:47:32|PEEK67849843624186|White|369-036-2891|35.7448565|76.310906|24
1991-04-25T08:54:24|QKJB56341115950342|LightYellow|9043830341|63.041167|123.222981|24
1973-01-20T08:42:11|OUBI40546835652156|SlateGray|(820)967-9042x2711|-27.8383815|-64.225295|68
2016-05-16T18:34:00|RTEZ89857254596063|DarkOrange|129.710.2481x7175|-44.441770|-21.296567|57
1980-12-27T10:05:23|BOJB74747219705466|SeaGreen|001-275-895-5168x740|76.594727|165.673350|17
1973-11-19T04:49:33|TGVA14629613671577|MediumVioletRed|001-711-216-6365x155|72.2341805|81.077650|54
1984-06-21T01:49:40|SMHA27235909605673|Black|+1-644-212-1461x47683|89.7562985|-40.710330|23
1982-07-12T06:58:33|VCXI42356778265960|Linen|001-319-925-5027x275|-59.5038865|38.177166|35
1987-11-19T23:54:41|NALV27910336829635|DarkOrange|(905)504-4817|84.1909015|64.811787|59
1998-03-06T08:40:00|KJON51276528928664|SandyBrown|+1-649-111-1096|-62.169873|86.505366|31
2012-06-14T06:31:02|YCLP04633786137157|Ivory|+1-605-384-4446x3060|-85.8311795|-165.908847|9
1980-06-09T03:57:29|UVNT55296386396096|Cornsilk|265.826.3128x1964|58.4194425|-94.608984|56
1991-12-10T09:51:20|FCLQ92098196027523|MintCream|(383)640-4120|81.365589|131.038617|70
1977-01-14T11:58:24|CYDD42117536170617|Violet|6657224029|79.4400575|145.695346|12
1972-02-21T16:56:24|DIJZ98028413908088|PapayaWhip|(513)052-3124|-16.538214|78.543542|6
1983-07-24T01:48:52|YJOH76863423461994|DarkGoldenRod|(767)694-5919|12.823087|50.485648|83
1983-08-05T02:04:55|OJQB20849649856012|Red|253-135-5251x05053|34.9235865|124.657735|69
1991-11-19T10:44:50|XOKP83184919665533|Bisque|(046)117-2959x6390|-13.485985|-170.424211|1
2013-10-20T10:05:12|UOAM26088050171644|ForestGreen|185-790-6477x159|-62.4199705|-164.276026|11
1985-03-30T21:46:12|BACI63213580040104|BlueViolet|964-229-7125x296|80.9675205|59.863045|96
2015-06-23T01:51:23|DNPR45731441583311|White|0376371539|51.6385295|95.912626|30
1991-04-29T13:56:22|TILE81235679836314|Lavender|+1-912-711-3072|-18.3930515|-164.652875|21
2002-05-30T00:28:32|RLGY15632686850745|CadetBlue|634.362.9489x78610|83.5018765|-46.349077|52
1977-07-23T23:28:00|FBAG18143966613473|DarkGoldenRod|(494)012-8974|-25.9460685|-88.607081|62
1991-06-12T03:55:28|REIL07650241209579|AliceBlue|+1-710-094-3882x21145|31.498277|83.422072|61
2020-01-02T22:13:26|JORG70545897148026|SeaGreen|257.039.6531x36148|30.5998205|102.880979|27
1981-11-27T11:04:59|GRXK64430985916795|DimGray|001-727-284-9824x74140|31.8316285|-158.013476|51
1984-10-15T15:35:28|HPBH65004254882142|YellowGreen|(914)307-5366|17.136240|-127.312192|7
1987-10-12T16:12:12|XPEL59234268344149|Tan|(266)128-7585x756|35.239248|45.757258|21
1997-12-02T00:48:04|LXAT12943985298940|PaleVioletRed|607-870-1041x5914|61.785056|78.486109|48
2016-12-29T18:42:44|IBTR03828723244079|OldLace|029-181-3317|-83.381354|91.551727|0
2000-03-15T02:29:02|KYHM23849791620223|DarkGoldenRod|001-837-744-1975|89.2342625|-32.263138|49
1996-08-15T01:27:30|KUMV20471960940970|SpringGreen|277-402-5883x586|47.719510|-146.302882|33
1981-11-16T03:26:35|RJSI24461767929884|Cornsilk|959-961-0023x117|37.8861425|-6.236693|100
1985-10-03T19:44:59|ZVTG26610941017590|Tan|762-983-3477x433|-46.489409|53.035803|100
2005-12-19T16:05:39|VEPQ13020569815287|DarkKhaki|(785)598-2176|77.8985125|21.926935|58
1974-10-28T10:10:55|ODNC73098503446512|Wheat|9389846908|-60.237361|132.873610|36
2002-01-19T05:44:25|YZQA64350238503719|Snow|+1-051-699-1872|-17.385953|-157.590484|54
1977-01-30T10:56:07|ANQL43000389608706|PeachPuff|+1-668-217-1955|-38.0186465|4.214174|89
1999-09-15T21:12:07|XGCA68900301027240|FloralWhite|342.967.1114x8375|-30.867081|58.124711|93
2018-07-13T00:55:10|HJOW38458810569741|DarkOliveGreen|834-831-5203|28.1860665|168.916745|100
2000-11-17T08:09:36|YAVH96410496706670|DarkRed|680-408-5095x4930|1.5215605|153.681658|71
1999-07-17T00:25:28|WUYT18648769984267|PaleTurquoise|001-204-413-8459x6094|7.091727|-35.717366|84
2014-11-11T05:58:42|GQUA49542770707057|MediumVioletRed|(609)149-8517x24447|-55.848976|-57.905399|91
2012-11-23T03:22:10|EWRG02879508304405|LightYellow|3511871813|-35.227915|-5.093337|62
2008-10-24T12:30:25|JVKQ42059556574902|Green|290.193.5889|2.3559545|-64.643233|19
1995-10-13T02:40:38|VASJ11398986818097|MistyRose|(543)943-5353x75137|20.038623|14.283470|24
1975-06-04T16:58:44|JNXQ93763928369294|PowderBlue|116-682-9732x702|-57.575992|44.747908|37
1987-12-04T05:58:36|TSMC06021288665268|DarkSeaGreen|559.991.0157|19.7564735|158.675350|27
2000-08-09T16:32:17|TLTS29812099576572|LightSeaGreen|134.750.9889x864|-3.3490145|26.194802|7
1991-09-06T07:21:34|TYBY36849951542144|LightGreen|(244)913-4213|58.2202445|93.105250|74
1981-06-28T20:23:38|AXYO30705349678274|SteelBlue|+1-176-741-2415|-68.7755935|-60.577483|94
2019-07-01T16:05:21|BEIL81506185380032|MediumBlue|+1-334-727-2742x31830|26.586561|-143.889381|69
2003-05-24T04:40:26|OFEK49693578243477|PowderBlue|587-413-1467x5361|-42.7031645|69.503202|7
1991-09-14T10:48:45|RJKD77963044836085|DarkTurquoise|676.640.4735|80.796405|-155.503368|95
1990-12-30T01:46:09|LFWN19952980061558|BlanchedAlmond|3583286342|10.362634|-2.026159|40
1998-02-17T23:53:29|FTYA08186702440330|DeepPink|662-411-1860|-86.0427825|110.821872|7
2011-03-01T04:07:02|XCPK94568044731497|GreenYellow|368-474-8836x07658|-60.9272865|62.810798|6
1985-04-01T01:30:25|PAUL79145211823793|Brown|789-307-4645x20599|19.1282155|-177.008677|74
1988-03-31T18:39:40|RTUO53577881161620|DarkCyan|001-237-106-7287|-52.4551705|113.714049|61
1998-06-16T02:36:27|KHLH48595922483958|MediumPurple|(352)287-0562x271|-88.496109|-12.581902|64
2017-09-25T23:57:16|ESNI09792158350344|RosyBrown|+1-945-964-8831x92134|-42.131177|-38.836442|67
2008-05-10T20:08:48|CUPT59994973203319|Cyan|(051)028-7675|-8.7826195|88.636838|20
1977-12-25T10:05:08|GKUS54858193242687|LightGreen|+1-186-520-5756x398|-38.7331185|25.330260|7
1995-06-19T22:29:21|ETAL83094515480940|MidnightBlue|604.409.0797x72781|-79.7474845|18.391981|65
1971-12-18T17:55:18|PSSE21610705184390|Gainsboro|529.580.6601x38241|-43.672006|58.047957|10
1973-01-11T06:18:41|HFNE04485157919711|SteelBlue|(125)902-0357|-68.1829275|-47.536702|23
1990-12-11T23:18:11|VQXE24064242956334|SkyBlue|(447)417-5955|82.288830|100.806431|8
2000-08-07T16:28:39|VREY96289365435884|BurlyWood|+1-437-401-8272x795|9.9338895|122.671407|76
1995-09-20T00:11:26|RXIC50267551254278|DarkKhaki|9799667345|71.314119|1.397010|8
2002-11-03T00:48:55|RHZW81664969028249|Wheat|001-392-250-1425x7627|-89.7736535|173.587800|86
1980-01-14T21:49:00|FEHE36132850725178|OldLace|+1-767-316-2526|-2.1915845|-27.961058|30
2015-12-01T23:49:10|SLKB79039235558099|PaleVioletRed|001-327-303-4615x626|-49.534007|-27.011049|51
1991-03-04T05:39:07|KVAY62268171516025|Cornsilk|(707)660-4641x9785|37.1168805|-0.114150|15
2006-05-30T02:20:45|ZCEL61205943897607|DeepSkyBlue|775-095-4654|-83.6836205|111.385881|72
1988-03-09T04:11:46|EJAI09150863218122|MediumTurquoise|457-938-9701x55029|81.212021|-125.710153|31
1995-12-28T11:58:28|NSIQ46602416139449|LightSeaGreen|+1-305-973-6424x80962|-13.519382|-33.606359|74
1970-05-06T13:04:14|KAKD47951330531949|RoyalBlue|958.678.0555x572|34.003100|87.884974|76
1984-05-02T10:06:02|NEKK91785138544577|Azure|295.966.0487x3682|11.583719|145.946002|5
1978-05-28T11:02:48|CFZO22686536945515|LightSalmon|(367)747-2264x08572|-63.6065965|25.811303|79
2009-06-24T21:37:21|QZKQ93299819960593|DarkGoldenRod|150.968.8327x5327|-36.370541|-6.738764|10
1979-01-11T00:50:26|HXFL39732781952371|AliceBlue|6876164819|83.701721|106.780770|53
2018-08-22T13:27:56|AMSH60568761124912|Green|237.341.5177x34547|-1.2388075|61.793859|84
2017-08-09T16:47:37|GHAD84035954429477|NavajoWhite|229-464-3039|-8.6757145|-100.348028|74
2009-10-04T05:37:04|AJNW86792529858567|MidnightBlue|+1-727-601-5343x32491|84.482151|-74.267459|72
1994-04-05T21:24:29|MOQA83350615814888|Silver|001-079-833-4233x72094|58.169836|-31.030907|66
1976-03-20T17:52:58|TTXX28403339977180|ForestGreen|371.717.3189x3974|62.8281635|-174.844711|40
2009-08-02T13:38:54|LXSL39970469472587|LightSeaGreen|001-448-354-8847x1270|-4.3133775|93.561463|33
2002-01-07T11:57:27|METR17582313348458|LightGoldenRodYellow|+1-939-252-3622|73.778707|175.725696|26
1980-09-10T13:16:52|INMP64347452455574|Lavender|606-065-2740x3344|10.253983|-167.287434|85
1991-11-26T12:29:43|LJOT39874113257970|Pink|734-996-0105x4857|-13.7011585|-120.390800|91
2002-02-09T16:02:37|DTIU62294938173598|PapayaWhip|840.215.5732|-3.7605105|71.430822|40
1985-06-30T01:46:16|LIRS49021666708085|Aqua|085-874-9511x91818|-47.5270905|95.683406|30
1975-12-21T13:08:15|OMQE16477251295786|SlateBlue|409-600-3562x43958|32.8772205|170.905647|33
2015-04-13T15:40:34|FVYX92323421089028|Gold|5333426433|5.387134|-165.345333|50
1979-05-06T21:53:44|WYDY07360776336911|Wheat|(981)231-7955x6331|46.0726665|13.197551|16
2002-07-12T05:33:07|GCLA66155416431670|Turquoise|502.329.0282|-52.359883|72.228772|85
1972-08-27T02:55:33|BUWR59626228225120|LightPink|549.500.5070|-51.2538095|38.857740|82
1973-03-01T18:00:09|OTSE10531611776872|SeaGreen|+1-047-742-5859x1779|-37.3095825|-112.443933|38
1984-12-04T00:11:01|NUDR16491334245798|LightSkyBlue|001-425-652-9060x32020|-26.1581745|-93.088541|58
1996-12-31T14:42:23|IOMI96737948714855|YellowGreen|(578)715-8415|24.491619|164.828266|40
1971-09-24T16:01:56|ZDFL11842547681826|RosyBrown|001-832-303-5892x988|-77.384818|106.236087|96
1994-09-05T20:49:16|OSZE21293289634064|HotPink|(677)524-0148x43991|-74.1026545|40.318685|9
1979-07-20T06:09:43|DVTU36266933513426|CornflowerBlue|001-237-245-0184|50.7248605|-124.910489|1
2012-10-09T14:08:04|PGLV89721540641769|DarkGoldenRod|+1-743-811-9953|88.4855835|85.499736|58
2017-09-29T08:07:55|ZKQW44485645101739|LightPink|417.899.6986x091|68.4690005|165.035002|79
1976-09-16T03:18:36|ODTJ96605779806603|Magenta|5146074555|-23.239811|-31.484070|72
2000-05-08T13:31:55|UISQ23885652715598|PaleGreen|+1-354-116-5972x6347|4.1118345|0.926167|12
1999-10-16T19:26:23|XTYI13948848826913|CadetBlue|+1-642-585-6261|-11.1035285|149.327370|9
2008-10-18T01:56:18|ZIFV38240733337320|DodgerBlue|001-977-688-9362x89696|-19.8062005|15.404327|68
1987-12-08T18:04:37|LJYG85125389218785|Chartreuse|+1-358-374-9079x7796|-72.6435655|-88.011901|27
1971-07-04T16:13:13|OOBJ21514940976263|MistyRose|453.986.2895|-88.1812585|147.273522|64
1973-08-09T14:23:02|SJDZ91862339220715|BurlyWood|001-966-672-5214x5264|44.132318|-131.287289|33
1982-07-24T10:08:08|GFJQ15718409080512|AliceBlue|001-005-640-9951x23972|53.670412|-62.761431|16
1993-06-30T04:26:02|CREJ27282709081441|Gold|(821)739-2957|86.7615265|114.194755|44
1996-06-17T19:34:46|UYRB35237360507918|BurlyWood|899.886.8345x27346|18.511835|53.613376|8
1995-08-30T01:11:46|CACO96474080314998|DarkGray|080.046.3580|26.4483915|92.931658|31
2005-08-28T16:53:35|WNRB31723513739900|Tan|(140)352-6356|-77.9856915|-96.286260|47
1979-08-23T05:06:03|PQGX94346066643749|AntiqueWhite|+1-072-311-1271|-40.7800605|108.267309|36
1992-04-12T00:55:12|ETYS64844941163187|DarkOliveGreen|(077)113-0621x1369|9.5632205|55.207742|20
2020-03-30T16:44:40|DPBY33509025425730|HotPink|481-323-5707|-71.3751755|-48.049952|56
2010-12-11T08:12:12|NODZ01168809255021|Navy|0906913098|-70.156174|-169.373521|69
2014-02-26T13:38:06|VMOK96737945772785|DarkRed|264.250.6420|33.462074|40.316495|90
2018-05-13T04:36:21|WWZD53666777675556|Cornsilk|(333)939-5786x54362|36.2270625|-121.668877|38
2006-12-10T01:56:04|QHVU96033582686270|Olive|249-269-3265x7327|-5.1167895|147.683479|78
2011-09-02T10:01:36|NQAC11000515532341|Gray|001-977-524-4182x226|-58.2063795|105.779166|83
2012-01-28T15:41:22|KOQS43127102676720|MediumBlue|001-579-927-0795x51512|-53.7764075|155.024144|67
1990-06-04T03:19:46|RXCY35415970996254|DarkKhaki|807.520.3447|26.219043|1.203505|1
1972-10-02T12:47:21|HZRR58029090463766|Beige|655.866.5254x83744|-67.6376835|61.524381|85
2015-09-19T21:02:23|CRIN10213125129311|AntiqueWhite|5912975191|-74.922943|-105.527984|70
1983-07-31T03:05:37|XYES10633016583737|MediumPurple|(490)728-0123|-19.3312525|-102.748157|38
2006-11-19T10:39:37|OEDT32532694968436|DarkSlateGray|380-442-1017x509|25.4526895|-137.076307|84
2015-11-14T05:33:13|TSAT15959194575757|FireBrick|(833)920-5677x5677|31.380181|-98.027946|13
1979-09-02T11:44:37|TKYW56265062292310|HotPink|530-762-4843|-39.0117435|81.206365|17
2011-04-18T17:12:37|SLYE05115794238736|LightGreen|001-254-969-1928x4552|9.2050305|123.507991|33
2002-03-23T11:30:07|BLKF53574859532593|Orange|379.705.8162x9518|41.785831|68.404407|14
2011-01-03T16:46:02|XYSB63425073305597|Linen|+1-575-983-3991x403|50.526548|90.652328|13
1989-03-22T11:43:15|GJSW44324006157276|LimeGreen|514.743.9742x925|-85.448349|-113.473672|95
1973-07-26T23:49:32|WOJI68065625904599|Beige|(271)122-1823x1555|-68.2141215|41.535372|70
1993-05-19T13:20:00|TMON62813721433080|Black|+1-370-033-2285x56608|-12.2505155|84.262503|19
1971-08-08T10:07:47|RSOB90339705195826|DarkOrange|(944)858-6239x45354|15.3964695|-116.022349|34
2014-04-07T08:04:45|HAPQ86321061339439|RosyBrown|039-438-0403x2537|14.306426|-4.250585|36
2001-02-27T18:38:39|ZPEM89431910090040|FireBrick|921-053-3651x4604|-80.606706|-115.534410|77
1990-07-22T11:54:47|DLYZ31072011379844|Aquamarine|123.166.0076x762|-86.4381125|129.646032|26
1972-12-30T11:07:46|RYWS73404337009687|Plum|+1-045-195-7782|10.1982215|173.583903|91
1995-04-08T00:32:23|SOIQ62965754278656|BurlyWood|255.778.2058|77.789021|-102.126609|43
2010-10-01T01:40:12|IQTW92361618808190|DarkSlateGray|(235)715-5868x63956|-61.431320|-58.766594|26
2013-08-01T22:50:46|QEST08172143643813|Aquamarine|1321147165|87.5928845|36.359412|87
1970-09-20T16:19:31|SHKF69979907075504|OliveDrab|+1-681-699-5706x07174|55.957741|-130.581655|81
1975-08-25T02:21:41|GVQC65397054873961|AntiqueWhite|087-182-7496|53.7909215|170.953758|33
2019-04-17T08:13:48|BPSM74204956121377|DarkSlateBlue|260-423-5973x7112|-52.6323585|-109.133575|64
2020-05-19T15:47:20|ZPAM60858167046861|Blue|576.832.1021|63.121120|-79.717497|62
2015-03-25T17:46:21|FROO71296180332426|AntiqueWhite|0184980425|-24.5886835|77.906969|32
1984-07-14T02:07:52|EMMC68812282178192|DarkSlateBlue|001-534-606-0560|-38.297804|20.619123|6
1996-08-04T19:06:05|LVFX79862398471690|Khaki|205.464.7548x954|36.141011|94.577237|11
2003-03-13T00:35:00|KWRS99927517588914|MediumTurquoise|001-498-355-3935x4358|20.4717255|-30.469565|81
1987-12-17T12:32:01|PREP24358853798214|MediumVioletRed|(527)536-7497|54.2595265|3.287427|54
1979-12-17T07:09:40|GBDJ86013477894896|DarkMagenta|6791766512|-41.3850685|-114.009653|35
1994-08-04T00:40:48|TZBB18842163090015|White|+1-463-339-9948|4.9057405|-53.103939|5
1980-04-28T14:18:15|APTE63890219947113|SandyBrown|(792)234-1034|26.821307|131.190551|0
2010-10-24T00:43:31|WLGW67726960843768|GhostWhite|8967935219|11.3784805|-89.600790|42
1997-06-29T15:09:16|FIKG43697093170695|Gray|6761645345|-20.244607|76.909242|98
1980-10-04T13:14:58|EWQP30650312198041|LightSlateGray|242.642.3642|49.722795|-144.148349|16
1985-10-10T19:24:42|WQOU24876230391114|RosyBrown|(178)522-8230|-2.630204|-87.768507|81
1988-07-13T23:37:02|NANB22072239594737|DarkGray|329-016-2047|51.9736475|83.043402|33
2016-02-08T23:39:03|TOSX78599648628720|DarkOliveGreen|541.966.6450x573|-85.6938805|-64.266506|20
1999-08-22T08:15:38|UTLP24632037476775|SkyBlue|(603)214-5057x661|70.587878|-22.186237|94
1994-02-21T23:09:49|VOBZ71553482012840|Aquamarine|(850)765-9759|-2.3438325|-27.030890|56
1995-01-15T21:11:08|BNDL76808981265742|Crimson|001-196-463-0040x236|62.818931|-76.027293|70
1998-06-02T05:34:17|UWLO30120471372711|Moccasin|+1-595-749-8855x8298|-15.116007|138.820962|90
1986-09-10T21:05:09|FAMI84760944128333|LightCyan|188-566-6954|-68.2220455|-49.811924|54
1981-01-20T14:30:01|QYRU06662670551437|SkyBlue|(693)663-4392x5295|69.3019595|22.318538|71
1975-08-22T22:52:38|CCTD67120072024559|BurlyWood|(451)091-0903|-44.3835855|29.843598|1
2003-05-15T23:11:14|CPQN94217942817934|Azure|+1-277-584-4663x45337|-50.078034|-96.667392|14
1972-07-03T14:39:15|CPDC72214559376618|PaleGoldenRod|370.526.3510|-81.576628|-44.610841|9
1996-07-05T13:02:16|EMRK57256592024617|Silver|023-897-4326x005|2.0634265|150.109538|88
1995-05-21T13:25:18|ICUZ33258486899936|PeachPuff|001-079-848-7045|-85.1910055|38.687008|19
2010-02-07T15:13:48|QUMW79935937440394|IndianRed|3037360601|-16.5467435|107.364252|69
2007-03-12T11:20:33|YAWT49079388413685|DarkGray|061.537.0124x24462|24.4741375|-70.428230|4
2019-08-15T09:57:15|ECYI88112103142175|CornflowerBlue|+1-878-179-4151x526|-39.1851255|112.758096|47
1987-01-12T15:23:55|SXQZ11225288375056|Plum|863-239-7913x78765|82.4771315|18.036004|74
1983-07-20T23:34:30|XAEO05560571219881|MediumOrchid|(885)190-5348x640|-61.3916935|-150.518805|70
1990-06-06T15:19:42|RZSV24561851744600|WhiteSmoke|128-991-5114x551|-40.978597|129.458493|18
1984-06-13T00:07:34|PCBI88189848416046|CadetBlue|021-190-1707x568|-61.3066835|-38.114545|55
1980-10-22T04:01:52|POUC22910732283608|Silver|378.306.3963x845|-53.4362695|37.175339|16
2010-03-15T16:06:35|KPHQ16497016934292|RosyBrown|320.330.1623x419|-89.2436395|169.960914|5
1984-04-21T16:08:43|SVAC37221556684732|DarkOliveGreen|377-460-4067x200|33.144125|101.471752|39
1989-09-02T22:42:20|FCHH26078197543734|Salmon|001-427-372-0376x38821|-18.146327|19.090031|46
2005-07-11T01:58:17|GCWN46019134438998|Tan|802.058.6950x7321|-7.7680055|48.088897|5
1987-02-03T19:22:32|SHFK99951679335055|LightCyan|573.680.1192|-27.9096895|40.511834|45
1972-12-26T13:29:56|FKZB87233351040961|Yellow|731.539.1149x83074|55.2437525|-90.322301|26
2014-09-24T04:56:37|TSYM36511893940655|PaleVioletRed|(201)904-3223x02333|-54.3978975|-21.623100|87
2001-05-12T14:47:21|BLQA35462127602508|DarkGray|+1-611-231-2616x32488|52.5032035|137.657347|31
2009-11-07T16:12:58|ZXEZ89376297454930|DarkMagenta|871.912.0381|60.341262|77.333867|85
1996-11-08T00:16:20|XPTD82832308981388|Brown|(144)582-2067x32318|-50.3192745|155.458445|13
2000-02-07T14:38:58|BSOT57245000000152|PapayaWhip|+1-911-371-7850x9025|-6.021571|23.498265|45
2015-09-29T02:07:48|CXQT42182998747812|DarkGray|+1-890-567-0867x009|-76.8860835|-178.499130|99
2015-01-20T00:31:26|GGII58482669136248|DarkRed|054-296-0807x063|-25.470839|40.215569|71
2010-12-22T08:08:31|WOQU09822104016481|SlateBlue|001-044-287-7383x638|83.8770705|-145.551181|52
1997-03-14T19:32:12|GEBS94289464203625|Orchid|+1-631-441-7064x62554|-78.640027|-79.825748|79
1997-06-11T13:24:00|USJO24301764644898|LightSalmon|001-315-388-8245x279|-73.483145|2.497998|95
1972-07-22T02:04:04|HQZH33353849516321|BurlyWood|+1-787-180-9339|-65.459984|158.697683|19
2016-03-11T05:48:38|FFKI30601198756178|SeaShell|+1-800-230-0915x618|-55.665223|140.617516|30
2005-08-25T20:28:31|YGJM74491609365952|SlateBlue|9118941843|-27.8975895|33.138899|20
2006-01-22T10:49:02|MVPT63223998213745|GhostWhite|4042886050|0.5947685|-52.413352|22
2003-07-05T01:26:27|YLZT81126003083566|SkyBlue|062-715-3123|-21.810169|2.822478|52
1994-03-19T08:11:18|BLOL17768293844013|FireBrick|(873)543-7882x60335|74.955880|-113.354385|3
1973-08-20T06:32:35|CJRA08599144920749|Red|999-699-6489x97184|-51.0282585|107.367995|22
1994-12-02T11:10:20|PQOD91408499323123|DodgerBlue|669-806-9087|-48.392286|33.671287|94
2013-07-27T05:43:26|DTZA72348389359538|Crimson|001-040-561-2996x508|-50.4749265|38.093568|42
2010-03-09T06:12:22|TODR18696561308761|NavajoWhite|+1-238-595-1434|17.017294|110.698464|100
1980-02-20T05:21:16|GUIN00273008696610|Coral|001-683-113-9500x16809|84.022733|-30.080367|52
1975-06-15T00:09:25|HPWI76283976205344|Aqua|(794)620-7266x2925|-84.775579|118.212727|85
1976-04-07T09:36:30|TMQM60299140688413|DarkMagenta|(125)523-5617x817|-87.143475|-69.986002|94
1981-03-07T00:35:11|RCEJ36385277895613|DarkOrchid|8444902950|-52.1905625|32.379982|31
1990-01-03T19:40:40|NZCH03734167812778|DarkGoldenRod|(021)798-2134|49.4319485|45.414770|34
1981-09-05T15:05:21|OIVU97363831828560|GhostWhite|707.986.6177x067|-26.662677|37.478186|20
2005-04-08T20:29:43|UDUJ06821223552165|Aqua|714-692-1821x925|62.4356475|33.637277|100
2001-01-29T23:30:14|TYON43699848022050|Turquoise|+1-386-948-4249|0.656279|147.346284|89
2004-11-08T22:33:38|OBCJ88707152386767|DarkMagenta|+1-209-746-1917x798|42.196725|26.413122|13
2006-11-18T21:44:36|DQXN22589370858062|Navy|+1-504-056-6957x900|-56.4924145|-89.848817|48
1989-01-10T10:09:28|XETW44286796325942|MediumVioletRed|289.463.3891x5624|-68.630673|-3.970405|4
1982-09-13T00:18:20|NIZM56292693358951|DarkRed|001-818-655-0784x68509|-3.982163|81.868654|60
2016-04-13T01:17:01|HGAH91891179720385|MediumAquaMarine|015.364.1547|-61.137113|-4.567857|28
1992-04-21T16:07:24|FFEQ36781367500942|Olive|141.052.7698x19878|-73.8556675|144.845431|25
2019-11-06T10:19:52|VTAJ38885622586605|SeaShell|678.744.2275x854|55.3173895|159.394974|58
1993-02-08T05:14:05|TKJW94282491165020|SkyBlue|4539313215|-4.8047835|-142.825674|44
